Hospital_Name,Hospital_Type,Address,contact,Specialities
PHC-VEMANAPALLY,Government-DPH,"Mancherial, Vemanpally, -",Dr. Jhanshi (9908232535),M2 - General Medicine
PHC-VEMSOOR,Government-DPH,"Khammam, Vemsoor, -",Dr. Y.L.Prasanthi (9676385666),M2 - General Medicine
PHC-VEMULAKONDA,Government-DPH,"Yadadri, Valigonda, -",Dr. Suman Kalyan (9701879168),M2 - General Medicine
PHC-VEMULAKONDA,Government-DPH,"Yadadri, Valigonda, -",Dr.Jyothi (7997579168),M2 - General Medicine
PHC-VENKATRAOPET,Government-DPH,"Mancherial, Luxettipet, -",Dr. Satish (8686775166),M2 - General Medicine
PHC-VENNACHERLA,Government-DPH,"Nagarkurnool, Peddakothapalle, -",Dr G.Rajashekar (8978218676),M2 - General Medicine
PHC-VILASAGAR,Government-DPH,"Rajanna, Boinpalli, -",Dr.K Srikar (9701824105),M2 - General Medicine
PHC-Vangara,Government-DPH,"Hanamkonda, Bheemadevarapalli, -",Dr Srinath (9010109636),M2 - General Medicine
PHC-Vangara,Government-DPH,"Hanamkonda, Bheemadevarapalli, -",Dr Aravinda Reddy (9959060455),M2 - General Medicine
PHC-Velagatour,Government-DPH,"Jagtial, Velgatoor, -",Dr. Ramesh (9848737763),M2 - General Medicine
PHC-Velagatour,Government-DPH,"Jagtial, Velgatoor, -",Dr.G.Sravan Kumar (9866092575),M2 - General Medicine
PHC-Velair,Government-DPH,"Hanamkonda, Velair, -",Dr Padmasree (81212 45874),M2 - General Medicine
PHC-WARGAL,Government-DPH,"Siddipet, Wargal, -",Dr. P.Haritha (9866673168),M2 - General Medicine
PHC-WARGAL,Government-DPH,"Siddipet, Wargal, -",Dr.Sirisha (7997503888),M2 - General Medicine
PHC-Waddepally,Government-DPH,"Jogulamba, Waddepalle, Waddepalle",Dr A.Malakondaiah (9440075451),M2 - General Medicine
PHC-Waddepally,Government-DPH,"Jogulamba, Waddepalle, Waddepalle",Dr Mansoor Ali (9059274589),M2 - General Medicine
PHC-YACHARAM,Government-DPH,"Rangareddy, Yacharam, -",Dr. G. Uma Devi (9000280101),M2 - General Medicine
PHC-YALAL,Government-DPH,"Vikarabad, Yalal, -",Dr. M Ashwini (7013792317),M2 - General Medicine
PHC-YEDAPALLY,Government-DPH,"Nizamabad, Yedapalle, -",Dr.P.Madhusudan (9014273732),M2 - General Medicine
PHC-YELDURTHY,Government-DPH,"Medak, Yeldurthy, -",Dr.Pravalika (9390096905),M2 - General Medicine
PHC-YELDURTHY,Government-DPH,"Medak, Yeldurthy, -",K. Shirisha(9705213374),M2 - General Medicine
PRAGNYA HOSPITAL,Corporate,"Medchal, Medchal, Medchal",D.Srilaxmi (8897619473),S5 - Orthopedic Surgery And Procedures
PRAGNYA HOSPITAL,Corporate,"Medchal, Medchal, Medchal",D.Srilaxmi (8897619473),S15 - Poly Trauma
PRAMODA HOSPITAL,Corporate,"Hanamkonda, Hanamkonda, Warangal",K Rajesh (9704777790),S1 - General Surgery
PRAMODA HOSPITAL,Corporate,"Hanamkonda, Hanamkonda, Warangal",K Rajesh (9704777790),S4 - Gynaecology And Obstetrics Surgery
PRAMODA HOSPITAL,Corporate,"Hanamkonda, Hanamkonda, Warangal",K Rajesh (9704777790),S5 - Orthopedic Surgery And Procedures
PRAMODA HOSPITAL,Corporate,"Hanamkonda, Hanamkonda, Warangal",K Rajesh (9704777790),S15 - Poly Trauma
PRAMODA HOSPITAL,Corporate,"Hanamkonda, Hanamkonda, Warangal",K Rajesh (9704777790),M4 - Pediatrics
PRASHANTHS GKHOSPITALS,Corporate,"Nirmal, Nirmal, Nirmal",Munde.Godavari (9347523064),S1 - General Surgery
PRASHANTHS GKHOSPITALS,Corporate,"Nirmal, Nirmal, Nirmal",Munde.Godavari (9347523064),S5 - Orthopedic Surgery And Procedures
PRASHANTHS GKHOSPITALS,Corporate,"Nirmal, Nirmal, Nirmal",Munde.Godavari (9347523064),S9 - Genito Urinary Surgeries
PRASHANTHS GKHOSPITALS,Corporate,"Nirmal, Nirmal, Nirmal",Munde.Godavari (9347523064),S14 - Plastic Surgery
PRASHANTHS GKHOSPITALS,Corporate,"Nirmal, Nirmal, Nirmal",Munde.Godavari (9347523064),S15 - Poly Trauma
PRASHANTHS GKHOSPITALS,Corporate,"Nirmal, Nirmal, Nirmal",Munde.Godavari (9347523064),M2 - General Medicine
PRASUNA ORTHOPAEDIC AND MULTISPECIALITY HOSPITAL,Corporate,"Khammam, Khammam (Urban), KHAMMAM",K.Prasanna Kumar (9866511627),S5 - Orthopedic Surgery And Procedures
PRASUNA ORTHOPAEDIC AND MULTISPECIALITY HOSPITAL,Corporate,"Khammam, Khammam (Urban), KHAMMAM",K.Prasanna Kumar (9866511627),S9 - Genito Urinary Surgeries
PRASUNA ORTHOPAEDIC AND MULTISPECIALITY HOSPITAL,Corporate,"Khammam, Khammam (Urban), KHAMMAM",K.Prasanna Kumar (9866511627),S14 - Plastic Surgery
PRASUNA ORTHOPAEDIC AND MULTISPECIALITY HOSPITAL,Corporate,"Khammam, Khammam (Urban), KHAMMAM",K.Prasanna Kumar (9866511627),S15 - Poly Trauma
PRASUNA ORTHOPAEDIC AND MULTISPECIALITY HOSPITAL,Corporate,"Khammam, Khammam (Urban), KHAMMAM",K.Prasanna Kumar (9866511627),M2 - General Medicine
PRATHIMA HOSPITALS a unit of Sri Sai Balaji Health Care India Pvt Ltd,Corporate,"Hyderabad, Amberpet, GHMC",Murikipudi Bharathi (7416362738),S5 - Orthopedic Surgery And Procedures
PRATHIMA HOSPITALS a unit of Sri Sai Balaji Health Care India Pvt Ltd,Corporate,"Hyderabad, Amberpet, GHMC",Murikipudi Bharathi (7416362738),S7 - Cardiac And Cardiothoracic Surgery
PRATHIMA HOSPITALS a unit of Sri Sai Balaji Health Care India Pvt Ltd,Corporate,"Hyderabad, Amberpet, GHMC",Murikipudi Bharathi (7416362738),S9 - Genito Urinary Surgeries
PRATHIMA HOSPITALS a unit of Sri Sai Balaji Health Care India Pvt Ltd,Corporate,"Hyderabad, Amberpet, GHMC",Murikipudi Bharathi (7416362738),S10 - Neurosurgery
PRATHIMA HOSPITALS a unit of Sri Sai Balaji Health Care India Pvt Ltd,Corporate,"Hyderabad, Amberpet, GHMC",Murikipudi Bharathi (7416362738),M2 - General Medicine
PRATHIMA HOSPITALS a unit of Sri Sai Balaji Health Care India Pvt Ltd,Corporate,"Hyderabad, Amberpet, GHMC",Murikipudi Bharathi (7416362738),M5 - Cardiology
PRATHIMA HOSPITALS a unit of Sri Sai Balaji Health Care India Pvt Ltd,Corporate,"Hyderabad, Amberpet, GHMC",Murikipudi Bharathi (7416362738),M6 - Nephrology
PRATHIMA HOSPITALS a unit of Sri Sai Balaji Health Care India Pvt Ltd,Corporate,"Hyderabad, Amberpet, GHMC",Murikipudi Bharathi (7416362738),M7 - Neurology
PRATIBHA SUPER SPECIALITY HOSPITAL,Corporate,"Nizamabad, Nizamabad (North), NIZAMABAD",Sharala Ambika(8143304069),S5 - Orthopedic Surgery And Procedures
PRATIBHA SUPER SPECIALITY HOSPITAL,Corporate,"Nizamabad, Nizamabad (North), NIZAMABAD",Sharala Ambika(8143304069),S9 - Genito Urinary Surgeries
PRATIBHA SUPER SPECIALITY HOSPITAL,Corporate,"Nizamabad, Nizamabad (North), NIZAMABAD",Sharala Ambika(8143304069),S15 - Poly Trauma
PRATIBHA SUPER SPECIALITY HOSPITAL,Corporate,"Nizamabad, Nizamabad (North), NIZAMABAD",Sharala Ambika(8143304069),M2 - General Medicine
PRATIBHA SUPER SPECIALITY HOSPITAL,Corporate,"Nizamabad, Nizamabad (North), NIZAMABAD",Sharala Ambika(8143304069),M5 - Cardiology
PRATIBHA SUPER SPECIALITY HOSPITAL,Corporate,"Nizamabad, Nizamabad (North), NIZAMABAD",Sharala Ambika(8143304069),M6 - Nephrology
PRIME ASHA SUPER SPECIALITY HOSPITAL,Corporate,"Nizamabad, Armur, ARMOOR",Tappa Susheela (9032526550),S5 - Orthopedic Surgery And Procedures
PRIME ASHA SUPER SPECIALITY HOSPITAL,Corporate,"Nizamabad, Armur, ARMOOR",Tappa Susheela (9032526550),S15 - Poly Trauma
PRK HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",Mohd.Shamshuddin (9948072191),S1 - General Surgery
PRK HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",Mohd.Shamshuddin (9948072191),S5 - Orthopedic Surgery And Procedures
PRK HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",Mohd.Shamshuddin (9948072191),S6 - Surgical Gastro Enterology
PRK HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",Mohd.Shamshuddin (9948072191),S9 - Genito Urinary Surgeries
PRK HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",Mohd.Shamshuddin (9948072191),S10 - Neurosurgery
PRK HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",Mohd.Shamshuddin (9948072191),S15 - Poly Trauma
PRK HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",Mohd.Shamshuddin (9948072191),M1 - Critical Care
PRK HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",Mohd.Shamshuddin (9948072191),M2 - General Medicine
PRK HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",Mohd.Shamshuddin (9948072191),M5 - Cardiology
PRK HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",Mohd.Shamshuddin (9948072191),M6 - Nephrology
PRK HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",Mohd.Shamshuddin (9948072191),M7 - Neurology
PRK HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",Mohd.Shamshuddin (9948072191),M8 - Pulmonology
Pragathi Hospital,Corporate,"Nizamabad, Nizamabad (North), NIZAMABAD",T Sravan Kumar (9533644382),S1 - General Surgery
Pragathi Hospital,Corporate,"Nizamabad, Nizamabad (North), NIZAMABAD",Chandrapalaka Sumalatha (9912631143),S4 - Gynaecology And Obstetrics Surgery
Pragathi Hospital,Corporate,"Nizamabad, Nizamabad (North), NIZAMABAD",Angoori Yashvanth (9299653269),S5 - Orthopedic Surgery And Procedures
Pragathi Hospital,Corporate,"Nizamabad, Nizamabad (North), NIZAMABAD",Angoori Yashvanth (9299653269),S9 - Genito Urinary Surgeries
Pragathi Hospital,Corporate,"Nizamabad, Nizamabad (North), NIZAMABAD",Angoori Yashvanth (9299653269),S15 - Poly Trauma
Pragathi Hospital,Corporate,"Nizamabad, Nizamabad (North), NIZAMABAD",Angoori Yashvanth (9299653269),M5 - Cardiology
Pragathi Hospital,Corporate,"Nizamabad, Nizamabad (North), NIZAMABAD",Angoori Yashvanth (9299653269),M6 - Nephrology
Pragma Hospitals A Unit of Vamsi Pragma Hospitals Pvt Ltd,Corporate,"Rangareddy, Hayathnagar, GHMC",P.Sathish Reddy (8374921234),S5 - Orthopedic Surgery And Procedures
Pragma Hospitals A Unit of Vamsi Pragma Hospitals Pvt Ltd,Corporate,"Rangareddy, Hayathnagar, GHMC",P.Sathish Reddy (8374921234),S15 - Poly Trauma
Prasad Hospitals(a unit of Biosciences Pvt Ltd),Corporate,"Medchal, Kapra, GHMC",Kishore G(9177228942),S1 - General Surgery
Prasad Hospitals(a unit of Biosciences Pvt Ltd),Corporate,"Medchal, Kapra, GHMC",P.Shravan Kumar (9908873860),S2 - Ent Surgery
Prasad Hospitals(a unit of Biosciences Pvt Ltd),Corporate,"Medchal, Kapra, GHMC",P.Shravan Kumar (9908873860),S4 - Gynaecology And Obstetrics Surgery
Prasad Hospitals(a unit of Biosciences Pvt Ltd),Corporate,"Medchal, Kapra, GHMC",P.Shravan Kumar (9908873860),S5 - Orthopedic Surgery And Procedures
Prasad Hospitals(a unit of Biosciences Pvt Ltd),Corporate,"Medchal, Kapra, GHMC",P.Shravan Kumar (9908873860),S15 - Poly Trauma
Prasad Hospitals(a unit of Biosciences Pvt Ltd),Corporate,"Medchal, Kapra, GHMC",P.Shravan Kumar (9908873860),M1 - Critical Care
Prasad Hospitals(a unit of Biosciences Pvt Ltd),Corporate,"Medchal, Kapra, GHMC",P.Shravan Kumar (9908873860),M2 - General Medicine
Prasad Hospitals(a unit of Biosciences Pvt Ltd),Corporate,"Medchal, Kapra, GHMC",P.Shravan Kumar (9908873860),M4 - Pediatrics
Prasad Hospitals(a unit of Biosciences Pvt Ltd),Corporate,"Medchal, Kapra, GHMC",P.Shravan Kumar (9908873860),M7 - Neurology
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),S1 - General Surgery
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),S2 - Ent Surgery
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),S4 - Gynaecology And Obstetrics Surgery
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),S5 - Orthopedic Surgery And Procedures
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),S6 - Surgical Gastro Enterology
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),S8 - Pediatric Surgeries
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),S9 - Genito Urinary Surgeries
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),S10 - Neurosurgery
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),S14 - Plastic Surgery
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),S15 - Poly Trauma
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),M1 - Critical Care
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),M2 - General Medicine
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),M4 - Pediatrics
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),M5 - Cardiology
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),M6 - Nephrology
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),M7 - Neurology
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),M8 - Pulmonology
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),M9 - Dermatology
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),M11 - Endocrinology
Prathima Hospitals (A unit of Mamatha Medicare Pvt. Ltd.),Corporate,"Medchal, Kukatpally, GHMC",Laxmaiah. E(9705516614),M12 - Gastroenterology
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Puramshetty Rameshwar Rao (8500090556),S1 - General Surgery
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Dadi Thirupathi (9441127238),S2 - Ent Surgery
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Thandra Ravinder (9866293405),S3 - Ophthalmology Surgery
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Kolakani Sanjeev Kumar (9963458542),S4 - Gynaecology And Obstetrics Surgery
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),S5 - Orthopedic Surgery And Procedures
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),S6 - Surgical Gastro Enterology
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),S7 - Cardiac And Cardiothoracic Surgery
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),S7 - Cardiac And Cardiothoracic Surgery
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),S8 - Pediatric Surgeries
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),S9 - Genito Urinary Surgeries
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),S10 - Neurosurgery
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),S15 - Poly Trauma
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),M1 - Critical Care
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),M2 - General Medicine
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),M3 - Infectious Diseases
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),M4 - Pediatrics
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),M5 - Cardiology
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),M6 - Nephrology
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),M7 - Neurology
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),M8 - Pulmonology
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),M9 - Dermatology
Prathima Insitute Of Medical Scienc,Corporate,"Karimnagar, Karimnagar, -",Md.Rafeeq Pasha (9490322678),M12 - Gastroenterology
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S Raju (9963224043),S1 - General Surgery
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),S2 - Ent Surgery
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),S3 - Ophthalmology Surgery
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),S4 - Gynaecology And Obstetrics Surgery
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),S5 - Orthopedic Surgery And Procedures
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),S6 - Surgical Gastro Enterology
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),S7 - Cardiac And Cardiothoracic Surgery
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),S9 - Genito Urinary Surgeries
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),S10 - Neurosurgery
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),S15 - Poly Trauma
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),M1 - Critical Care
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),M2 - General Medicine
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),M4 - Pediatrics
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),M5 - Cardiology
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),M6 - Nephrology
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),M7 - Neurology
Prathima Relief Institute Of Medical Sciences (A Unit of Sahasra Educational Society),Corporate,"Hanamkonda, Hanamkonda, Warangal",S.Satheesh (9652300910),M8 - Pulmonology
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),S1 - General Surgery
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),S2 - Ent Surgery
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),S5 - Orthopedic Surgery And Procedures
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),S6 - Surgical Gastro Enterology
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),S7 - Cardiac And Cardiothoracic Surgery
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),S9 - Genito Urinary Surgeries
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),S10 - Neurosurgery
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),S15 - Poly Trauma
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),M1 - Critical Care
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),M2 - General Medicine
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),M3 - Infectious Diseases
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),M5 - Cardiology
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),M6 - Nephrology
Prime Hospitals,Corporate,"Hyderabad, Ameerpet, GHMC",E. Swamy(9542236096),M12 - Gastroenterology
Princess Esra Hospital Dcms,Corporate,"Hyderabad, Charminar, GHMC",Quader Shareef Quader Shareef(8309664756),S1 - General Surgery
Princess Esra Hospital Dcms,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),S2 - Ent Surgery
Princess Esra Hospital Dcms,Corporate,"Hyderabad, Charminar, GHMC",Jayalaxmi (8919700632),S3 - Ophthalmology Surgery
Princess Esra Hospital Dcms,Corporate,"Hyderabad, Charminar, GHMC",Jayalaxmi (8919700632),S4 - Gynaecology And Obstetrics Surgery
Princess Esra Hospital Dcms,Corporate,"Hyderabad, Charminar, GHMC",Jayalaxmi (8919700632),S5 - Orthopedic Surgery And Procedures
Princess Esra Hospital Dcms,Corporate,"Hyderabad, Charminar, GHMC",Jayalaxmi (8919700632),S6 - Surgical Gastro Enterology
Princess Esra Hospital Dcms,Corporate,"Hyderabad, Charminar, GHMC",Jayalaxmi (8919700632),S7 - Cardiac And Cardiothoracic Surgery
Princess Esra Hospital Dcms,Corporate,"Hyderabad, Charminar, GHMC",Jayalaxmi (8919700632),S8 - Pediatric Surgeries
